TransactionID,Date,DepartmentID,CategoryID,Vendor,Amount,PaymentMethod,ApprovalStatus
TXN116063,2025-05-21,D04,C08,Freelance Consultant,16485.78,Bank Transfer,Approved
TXN106039,2023-11-29,D07,C05,Google Ads,8137.96,Corporate Card,Pending
TXN110945,2024-08-19,D04,C03,Microsoft 365,19506.18,Bank Transfer,Approved
TXN114774,2025-03-04,D02,C02,MakeMyTrip Business,144990.65,UPI,Approved
TXN108672,2024-04-03,D03,C05,Meta Ads,7212.21,Corporate Card,Approved
TXN118512,2025-09-22,D06,C09,Dell Technologies,1006.47,Cheque,Approved
TXN105486,2023-10-04,D07,C09,Local It Vendor,13001.83,UPI,Approved
TXN118088,2025-09-19,D01,C04,Amazon Business,1164.71,Corporate Card,Approved
TXN103908,2023-07-14,D08,C08,Freelance Consultant,26768.58,Bank Transfer,Approved
TXN106529,2023-12-20,D06,C05,Meta Ads,17973.62,Bank Transfer,Approved
TXN108574,2024-04-02,D02,C02,Indigo Airlines,140468.18,Bank Transfer,Approved
TXN115922,2025-05-05,D02,C08,KPMG Consulting,25176.11,Corporate Card,Approved
TXN114676,2025-02-25,D08,C07,State Electricity Board,34258.65,Corporate Card,Approved
TXN119279,2025-11-28,D02,C02,MakeMyTrip Business,40604.37,Cheque,Approved
TXN117345,2025-07-02,D06,C03,Slack,61563.07,UPI,Approved
TXN110380,2024-07-15,D03,C08,KPMG Consulting,9123.27,Corporate Card,Approved
TXN118324,2025-09-15,D04,C07,Airtel Business,89514.88,Cheque,Approved
TXN117235,2025-07-09,D04,C07,Jio Business,27879.64,Cheque,Approved
TXN114726,2025-03-17,D01,C04,Staples India,128492.35,Cheque,Approved
TXN115556,2025-04-21,D05,C05,HubSpot,39302.69,Cheque,Approved
TXN100918,2023-02-09,D06,C05,Google Ads,33332.04,UPI,Approved
TXN117217,2025-07-30,D04,C05,Google Ads,55986.15,Bank Transfer,Approved
TXN117488,2025-07-14,D08,C06,Internal Training Team,43721.12,Corporate Card,Approved
TXN117629,2025-08-11,D02,C08,KPMG Consulting,8021.31,Bank Transfer,Approved
TXN119331,2025-11-18,D02,C08,Unknown Vendor,5722.41,Unknown,Unknown
TXN112886,2024-11-22,D07,C10,Courier Services,5010.11,Corporate Card,Approved
TXN108336,2024-03-22,D07,C04,Staples India,49456.1,Corporate Card,Approved
TXN106658,2023-12-05,D08,C03,Zoom,31137.08,UPI,Pending
TXN105741,2023-11-02,D03,C05,Local Print Media,2902.25,Corporate Card,Approved
TXN113099,2024-12-17,D02,C10,Courier Services,8437.75,Corporate Card,Approved
TXN118214,2025-09-01,D03,C01,ADP Payroll Services,162207.28,Corporate Card,Approved
TXN110103,2024-06-20,D07,C06,Udemy Business,131568.4,Bank Transfer,Approved
TXN105019,2023-09-22,D08,C09,Lenovo,10146.22,Bank Transfer,Approved
TXN110013,2024-06-04,D06,C01,ADP Payroll Services,215950.6,Cheque,Approved
TXN110608,2024-07-04,D07,C01,Internal Payroll,11066.29,Cheque,Approved
TXN114098,2025-01-31,D08,C07,Wework,74612.5,Corporate Card,Approved
TXN107651,2024-02-20,D05,C09,Local It Vendor,80747.75,UPI,Approved
TXN108973,2024-04-22,D08,C01,Internal Payroll,412521.88,Bank Transfer,Pending
TXN118770,2025-10-28,D02,C04,Office Depot,24032.19,Bank Transfer,Approved
TXN105933,2023-11-24,D06,C01,Internal Payroll,10825.1,Corporate Card,Approved
TXN112329,2024-04-10,D07,C10,Petty Cash,22280.95,UPI,Approved
TXN117784,2025-08-25,D04,C10,Courier Services,69895.64,Bank Transfer,Approved
TXN117765,2025-08-07,D04,C07,Airtel Business,146823.7,Cheque,Approved
TXN101430,2023-03-30,D05,C09,Dell Technologies,67565.19,Bank Transfer,Approved
TXN111315,2024-09-25,D01,C05,LinkedIn Marketing,11228.68,UPI,Approved
TXN120312,2025-12-16,D08,C03,AWS,79021.83,UPI,Approved
TXN113915,2025-01-03,D06,C01,ADP Payroll Services,178.39,Bank Transfer,Approved
TXN117926,2025-08-01,D07,C01,ADP Payroll Services,171784.71,Cheque,Approved
TXN100612,2023-02-20,D02,C02,Ola Corporate,89201.07,UPI,Approved
TXN105813,2023-11-23,D04,C05,HubSpot,276629.87,Cheque,Pending
TXN107129,2024-01-01,D06,C08,Freelance Consultant,56286.29,UPI,Approved
TXN102790,2023-05-09,D08,C10,Sundry Vendor,3399.59,Corporate Card,Approved
TXN116328,2025-05-30,D08,C02,MakeMyTrip Business,3718.55,Cheque,Approved
TXN102588,2023-05-02,D06,C03,AWS,11524.35,Cheque,Approved
TXN109761,2024-06-03,D02,C09,Local It Vendor,6053.01,Corporate Card,Approved
TXN105876,2023-11-02,D05,C04,Amazon Business,136033.21,Corporate Card,Approved
TXN119119,2025-10-17,D07,C06,NIIT,25191.53,Bank Transfer,Approved
TXN109576,2024-05-14,D08,C05,Meta Ads,100570.98,UPI,Approved
TXN101003,2023-02-27,D07,C09,Lenovo,1021.17,Bank Transfer,Approved
TXN113749,2025-01-30,D03,C10,Sundry Vendor,17801.87,Bank Transfer,Approved
TXN108108,2024-03-06,D04,C02,Uber For Business,41687.53,Bank Transfer,Approved
TXN102405,2023-05-08,D03,C06,NIIT,38522.78,Corporate Card,Approved
TXN115035,2025-03-05,D05,C07,Jio Business,59600.05,Cheque,Approved
TXN116102,2025-05-09,D05,C02,Unknown Vendor,22602.37,Cheque,Unknown
TXN110386,2024-07-16,D03,C09,Unknown Vendor,34388.8,UPI,Unknown
TXN110289,2024-07-16,D02,C03,Microsoft 365,19168.76,Bank Transfer,Approved
TXN112934,2024-11-29,D08,C07,Jio Business,70713.53,Bank Transfer,Approved
TXN104252,2023-08-11,D06,C02,MakeMyTrip Business,165657.83,Cheque,Approved
TXN120329,2025-12-23,D08,C05,Local Print Media,32747.64,Corporate Card,Approved
TXN116671,2025-06-02,D05,C03,Zoom,62852.57,Corporate Card,Approved
TXN111852,2024-10-02,D01,C02,Indigo Airlines,154512.13,Corporate Card,Approved
TXN107299,2024-01-12,D08,C10,Courier Services,134612.92,Cheque,Approved
TXN105130,2023-10-09,D02,C05,Meta Ads,24425.21,Bank Transfer,Approved
TXN102054,2023-04-07,D06,C07,Wework,41579.37,Corporate Card,Approved
TXN113441,2024-12-09,D07,C06,Udemy Business,116310.63,UPI,Approved
TXN113114,2024-12-18,D03,C02,Ola Corporate,51863.12,Bank Transfer,Approved
TXN116410,2025-06-12,D01,C06,Coursera Business,13926.41,Corporate Card,Approved
TXN104885,2023-09-29,D06,C09,Local It Vendor,13801.21,Corporate Card,Approved
TXN114862,2025-03-31,D03,C03,AWS,69114.0,UPI,Approved
TXN108722,2024-04-16,D04,C01,Internal Payroll,216489.16,UPI,Approved
TXN101262,2023-03-16,D03,C06,Udemy Business,21105.58,Corporate Card,Approved
TXN110163,2024-06-19,D08,C05,LinkedIn Marketing,10461.0,UPI,Approved
TXN116298,2025-05-27,D07,C09,Lenovo,21755.13,Cheque,Approved
TXN102604,2023-05-25,D06,C06,Coursera Business,116118.34,UPI,Approved
TXN104681,2023-09-27,D04,C02,Uber For Business,6623.7,Cheque,Approved
TXN110848,2024-08-02,D02,C07,Airtel Business,6653.52,Cheque,Approved
TXN113584,2025-01-03,D01,C06,Internal Training Team,23573.68,Cheque,Approved
TXN115854,2025-05-14,D01,C10,Courier Services,15046.6,Bank Transfer,Approved
TXN101373,2023-03-15,D05,C01,Internal Payroll,29058.37,Corporate Card,Approved
TXN106081,2023-11-21,D07,C10,Petty Cash,213870.57,UPI,Approved
TXN112889,2024-11-26,D07,C10,Courier Services,178706.56,UPI,Approved
TXN100759,2023-02-10,D04,C03,Adobe,70.34,UPI,Approved
TXN117968,2025-08-27,D07,C06,Udemy Business,59655.27,Bank Transfer,Approved
TXN119711,2025-11-26,D07,C10,Petty Cash,31190.61,Bank Transfer,Pending
TXN103960,2023-08-28,D01,C08,Deloitte Advisory,39641.7,UPI,Approved
TXN119895,2025-12-16,D02,C04,Staples India,26207.35,UPI,Approved
TXN109104,2024-05-23,D01,C09,Local It Vendor,1426.88,Cheque,Approved
TXN117989,2025-08-28,D07,C09,HP Enterprise,698.99,Cheque,Approved
TXN115908,2025-05-14,D02,C07,Jio Business,101666.88,Corporate Card,Approved
TXN117240,2025-07-30,D04,C07,Airtel Business,35254.94,Cheque,Approved
TXN110026,2024-06-27,D06,C02,Indigo Airlines,15298.95,Cheque,Approved
TXN118205,2025-09-19,D02,C10,Courier Services,88936.46,Cheque,Approved
TXN103351,2023-07-25,D01,C02,Ola Corporate,35774.83,UPI,Approved
TXN109655,2024-06-20,D01,C05,HubSpot,4535.34,Bank Transfer,Approved
TXN104090,2023-08-09,D03,C05,Google Ads,42516.54,Cheque,Approved
TXN114407,2025-02-12,D04,C10,Sundry Vendor,15947.97,UPI,Approved
TXN116209,2025-05-15,D06,C06,Internal Training Team,56287.07,Bank Transfer,Approved
TXN117111,2025-07-30,D02,C10,Sundry Vendor,1124.99,Cheque,Approved
TXN113522,2024-12-10,D08,C08,KPMG Consulting,47841.39,UPI,Approved
TXN116457,2025-06-03,D02,C02,Indigo Airlines,44702.61,Cheque,Approved
TXN105903,2023-11-17,D05,C08,Deloitte Advisory,17742.82,Corporate Card,Approved
TXN105690,2023-11-17,D02,C09,HP Enterprise,9043.7,UPI,Approved
TXN110517,2024-07-31,D05,C08,KPMG Consulting,51981.74,UPI,Approved
TXN100097,2023-01-11,D02,C03,Salesforce,42584.62,Bank Transfer,Approved
TXN116879,2025-06-20,D07,C09,Lenovo,2528.74,Cheque,Approved
TXN115488,2025-04-01,D04,C04,Amazon Business,49457.43,Bank Transfer,Approved
TXN114641,2025-02-24,D08,C03,Adobe,5583.17,Corporate Card,Approved
TXN113109,2024-12-06,D03,C02,MakeMyTrip Business,1216.59,Corporate Card,Approved
TXN111782,2024-09-30,D08,C03,Salesforce,32478.7,UPI,Approved
TXN109660,2024-06-27,D01,C06,Internal Training Team,26422.57,Corporate Card,Approved
TXN112234,2024-10-18,D06,C09,Local It Vendor,6158.17,UPI,Approved
TXN110943,2024-08-05,D04,C02,Indigo Airlines,83207.74,Corporate Card,Approved
TXN112031,2024-10-14,D03,C09,Lenovo,32499.66,Corporate Card,Approved
TXN103287,2023-06-23,D08,C02,Uber For Business,42075.58,Corporate Card,Approved
TXN120363,2025-12-10,D08,C09,Dell Technologies,13256.51,Bank Transfer,Approved
TXN119627,2025-11-05,D06,C09,Lenovo,3603.75,Corporate Card,Approved
TXN101173,2023-03-22,D02,C05,Local Print Media,71672.88,Bank Transfer,Approved
TXN106878,2024-01-23,D03,C02,Ola Corporate,24351.38,Bank Transfer,Approved
TXN116446,2025-06-13,D01,C10,Petty Cash,2383.66,Bank Transfer,Rejected
TXN113957,2025-01-24,D06,C08,Freelance Consultant,7213.61,Cheque,Approved
TXN111720,2024-09-17,D07,C04,Office Depot,51698.13,UPI,Approved
TXN108958,2024-04-25,D07,C08,EY Advisory,111188.51,Cheque,Approved
TXN117708,2025-08-04,D03,C09,Lenovo,8326.78,Bank Transfer,Approved
TXN111128,2024-08-23,D06,C06,Coursera Business,16033.68,Cheque,Approved
TXN112701,2024-11-26,D05,C05,LinkedIn Marketing,71449.41,Cheque,Approved
TXN110325,2024-07-23,D02,C09,HP Enterprise,2613.18,Bank Transfer,Approved
TXN101284,2023-03-10,D03,C09,HP Enterprise,10861.09,Cheque,Approved
TXN100459,2023-01-13,D07,C09,Local It Vendor,9142.7,Bank Transfer,Approved
TXN108380,2024-03-08,D07,C09,HP Enterprise,2885.43,Bank Transfer,Approved
TXN101062,2023-02-09,D08,C06,Internal Training Team,4041.01,UPI,Approved
TXN110821,2024-08-12,D02,C03,Adobe,225782.2,Corporate Card,Pending
TXN101080,2023-02-20,D08,C10,Courier Services,2693.61,Corporate Card,Approved
TXN120311,2025-12-19,D08,C03,Zoom,41189.44,Bank Transfer,Approved
TXN109531,2024-05-20,D07,C10,Sundry Vendor,107802.97,UPI,Approved
TXN100265,2023-01-30,D04,C09,Local It Vendor,823.47,Cheque,Approved
TXN110740,2024-08-26,D01,C01,ADP Payroll Services,173436.37,Corporate Card,Pending
TXN118009,2025-08-27,D08,C01,Internal Payroll,141366.68,Cheque,Approved
TXN112130,2024-10-08,D05,C03,Microsoft 365,9233.53,UPI,Approved
TXN115499,2025-04-07,D04,C06,Udemy Business,17148.36,Corporate Card,Approved
TXN100175,2023-09-01,D03,C05,Google Ads,82705.22,Corporate Card,Approved
TXN100824,2023-02-02,D05,C02,Indigo Airlines,9900.21,Bank Transfer,Approved
TXN119192,2025-10-03,D08,C09,Unknown Vendor,42853.16,Unknown,Unknown
TXN104860,2023-09-01,D06,C05,Local Print Media,34728.75,Corporate Card,Approved
TXN115836,2025-05-29,D01,C07,Wework,2406.37,Bank Transfer,Approved
TXN120230,2025-12-05,D07,C01,ADP Payroll Services,70538.26,Cheque,Approved
TXN117417,2025-07-30,D07,C05,HubSpot,111213.74,Bank Transfer,Approved
TXN105564,2023-11-20,D01,C01,Internal Payroll,5757.13,UPI,Approved
TXN110084,2024-06-07,D07,C02,Indigo Airlines,9121.13,Corporate Card,Approved
TXN107198,2024-01-12,D07,C07,Jio Business,12322.63,Bank Transfer,Approved
TXN108029,2024-03-25,D02,C10,Petty Cash,14432.8,Corporate Card,Approved
TXN114355,2025-02-06,D04,C04,Office Depot,51634.23,Cheque,Approved
TXN100770,2023-02-06,D04,C04,Office Depot,81224.2,Corporate Card,Approved
TXN104566,2023-09-19,D02,C03,Adobe,119708.32,Corporate Card,Approved
TXN103313,2023-06-30,D08,C06,NIIT,25839.13,UPI,Approved
TXN102557,2023-05-01,D05,C08,KPMG Consulting,95401.84,Bank Transfer,Approved
TXN107773,2024-02-08,D07,C07,Jio Business,146056.41,Bank Transfer,Approved
TXN109397,2024-05-16,D05,C09,HP Enterprise,49624.07,Cheque,Approved
TXN113464,2024-12-12,D07,C09,Dell Technologies,3231.36,Bank Transfer,Pending
TXN107940,2024-03-26,D01,C09,Dell Technologies,7108.81,Bank Transfer,Approved
TXN111431,2024-09-27,D03,C04,Amazon Business,46987.59,Bank Transfer,Approved
TXN118327,2025-09-12,D04,C07,State Electricity Board,228599.93,Cheque,Approved
TXN117918,2025-08-04,D06,C10,Sundry Vendor,13205.29,Corporate Card,Approved
TXN114206,2025-02-07,D02,C02,Indigo Airlines,583.0,Corporate Card,Approved
TXN112879,2024-11-01,D07,C09,Lenovo,228.87,Bank Transfer,Approved
TXN115578,2025-04-01,D05,C09,Local It Vendor,3005.57,Bank Transfer,Approved
TXN114322,2025-02-21,D03,C10,Sundry Vendor,44503.54,Bank Transfer,Approved
TXN106352,2023-12-26,D03,C10,Petty Cash,679.03,Cheque,Approved
TXN119571,2025-11-05,D05,C10,Sundry Vendor,778.41,Corporate Card,Approved
TXN109753,2024-06-25,D02,C08,EY Advisory,111359.21,UPI,Pending
TXN109606,2024-05-03,D08,C09,Local It Vendor,33851.25,Corporate Card,Approved
TXN109275,2024-05-28,D04,C02,Ola Corporate,501.8,Bank Transfer,Approved
TXN116289,2025-05-27,D07,C08,KPMG Consulting,20778.58,Corporate Card,Approved
TXN103176,2023-06-23,D06,C08,EY Advisory,12303.16,UPI,Approved
TXN107794,2024-02-01,D07,C10,Sundry Vendor,31532.62,Corporate Card,Approved
TXN102117,2023-04-06,D07,C09,Lenovo,2791.7,UPI,Approved
TXN105137,2023-10-05,D02,C07,Airtel Business,26150.35,UPI,Rejected
TXN106721,2024-09-01,D01,C01,ADP Payroll Services,22027.55,UPI,Approved
TXN100063,2023-01-03,D01,C09,Dell Technologies,19224.27,UPI,Approved
TXN109463,2024-05-21,D06,C09,Local It Vendor,7166.91,UPI,Approved
TXN108027,2024-03-06,D02,C10,Petty Cash,9878.7,Bank Transfer,Approved
TXN100571,2023-02-24,D01,C06,Internal Training Team,2223.42,Cheque,Approved
TXN111532,2024-09-24,D04,C08,KPMG Consulting,18181.02,Cheque,Approved
TXN115104,2025-03-17,D06,C05,Meta Ads,287967.78,Cheque,Approved
TXN100023,2023-01-06,D01,C03,Salesforce,89068.21,Cheque,Approved
TXN105009,2023-09-05,D08,C07,Wework,169168.93,Corporate Card,Approved
TXN104037,2023-08-15,D02,C08,KPMG Consulting,505.55,Corporate Card,Approved
TXN111086,2024-08-09,D06,C01,ADP Payroll Services,74547.21,UPI,Approved
TXN105282,2023-10-27,D04,C10,Petty Cash,16179.94,Cheque,Approved
TXN111671,2024-09-06,D06,C07,Jio Business,151924.47,UPI,Approved
TXN110441,2024-07-03,D04,C06,NIIT,160065.43,Bank Transfer,Approved
TXN100195,2023-01-25,D03,C08,KPMG Consulting,54761.0,Corporate Card,Approved
TXN119794,2025-11-24,D08,C10,Petty Cash,18241.36,Bank Transfer,Approved
TXN110991,2024-08-27,D04,C09,Local It Vendor,107312.21,Cheque,Approved
TXN101491,2023-03-14,D06,C08,Freelance Consultant,146835.88,Corporate Card,Approved
TXN114591,2025-02-06,D07,C05,HubSpot,39468.02,Corporate Card,Approved
TXN113390,2024-12-06,D06,C10,Petty Cash,75323.64,Bank Transfer,Approved
TXN111868,2024-10-08,D01,C04,Amazon Business,6778.6,Cheque,Approved
TXN105749,2023-11-21,D03,C06,Internal Training Team,82.79,Bank Transfer,Approved
TXN119934,2025-12-03,D02,C09,Lenovo,6401.06,UPI,Approved
TXN115047,2025-03-17,D05,C08,EY Advisory,77569.25,Corporate Card,Approved
TXN111640,2024-09-30,D06,C03,Adobe,89836.62,UPI,Approved
TXN112185,2024-10-08,D06,C02,Ola Corporate,1334.76,Cheque,Approved
TXN111210,2024-08-13,D07,C09,HP Enterprise,66517.74,UPI,Approved
TXN116204,2025-05-19,D06,C05,Google Ads,37393.61,UPI,Approved
TXN103626,2023-07-24,D04,C08,KPMG Consulting,13318.23,Bank Transfer,Approved
TXN113301,2024-12-27,D05,C07,Wework,15809.1,Corporate Card,Approved
TXN105930,2023-11-08,D06,C01,Internal Payroll,27823.02,UPI,Approved
TXN115175,2025-03-11,D07,C07,Wework,163360.59,Bank Transfer,Approved
TXN101806,2023-04-20,D03,C04,Office Depot,3832.24,Cheque,Approved
TXN105537,2023-10-05,D08,C06,Coursera Business,7639.27,UPI,Approved
TXN107339,2024-02-21,D01,C06,Udemy Business,16113.29,UPI,Approved
TXN103104,2023-06-13,D05,C08,Freelance Consultant,56666.24,Cheque,Approved
TXN119049,2025-10-10,D06,C04,Staples India,16942.42,Corporate Card,Pending
TXN111353,2024-09-02,D02,C01,ADP Payroll Services,93474.45,Cheque,Approved
TXN112486,2024-11-19,D02,C02,MakeMyTrip Business,53313.24,Bank Transfer,Approved
TXN119055,2025-10-09,D06,C05,Google Ads,220717.36,Cheque,Approved
TXN103783,2023-07-11,D07,C01,ADP Payroll Services,143656.01,Bank Transfer,Approved
TXN102203,2023-05-15,D01,C01,ADP Payroll Services,203643.21,Corporate Card,Approved
TXN111148,2024-08-27,D06,C09,Lenovo,14506.67,Corporate Card,Approved
TXN112971,2024-12-24,D01,C01,Internal Payroll,105979.71,Bank Transfer,Approved
TXN105084,2023-10-12,D01,C09,HP Enterprise,5681.13,Corporate Card,Approved
TXN116935,2025-06-19,D08,C07,Jio Business,48930.76,UPI,Approved
TXN106295,2023-12-14,D03,C03,Slack,11165.44,Bank Transfer,Approved
TXN101048,2023-02-22,D08,C04,Staples India,26906.69,Bank Transfer,Approved
TXN119698,2025-11-20,D07,C09,Lenovo,1546.58,UPI,Approved
TXN109800,2024-06-28,D03,C06,Coursera Business,121824.65,UPI,Approved
TXN102316,2023-05-03,D02,C06,Udemy Business,31386.43,Bank Transfer,Approved
TXN117885,2025-08-27,D06,C07,Jio Business,74447.37,Cheque,Approved
TXN103555,2023-07-20,D03,C10,Petty Cash,23281.05,Corporate Card,Pending
TXN100361,2023-01-19,D06,C06,Internal Training Team,28509.97,Bank Transfer,Approved
TXN104719,2023-09-19,D04,C07,State Electricity Board,21100.61,Bank Transfer,Approved
TXN103006,2023-06-27,D03,C10,Sundry Vendor,6146.15,Corporate Card,Approved
TXN106725,2024-01-26,D01,C01,ADP Payroll Services,17330.16,UPI,Approved
TXN119922,2025-12-02,D02,C07,State Electricity Board,64983.93,Corporate Card,Approved
TXN102166,2023-04-05,D08,C05,HubSpot,3209.11,UPI,Approved
TXN116556,2025-06-06,D03,C06,Coursera Business,11024.18,Bank Transfer,Approved
TXN102239,2023-05-12,D01,C07,Wework,83295.04,UPI,Approved
TXN103490,2023-07-14,D03,C02,Ola Corporate,10662.77,Corporate Card,Approved
TXN104659,2023-09-27,D03,C09,Lenovo,24962.89,Bank Transfer,Approved
TXN108830,2024-04-10,D05,C08,Freelance Consultant,10499.39,Corporate Card,Approved
TXN103388,2023-07-10,D01,C07,Wework,70590.27,UPI,Approved
TXN107678,2024-02-20,D06,C03,Microsoft 365,49642.92,Cheque,Approved
TXN117121,2025-07-29,D03,C01,Internal Payroll,35908.17,Corporate Card,Approved
TXN113088,2024-12-20,D02,C07,Jio Business,196367.2,UPI,Approved
TXN118417,2025-09-24,D05,C07,Wework,59926.35,Cheque,Approved
TXN100806,2023-02-23,D04,C10,Unknown Vendor,40963.59,Unknown,Unknown
TXN118646,2025-09-26,D08,C07,Airtel Business,143352.14,Bank Transfer,Approved
TXN112376,2024-10-22,D08,C07,State Electricity Board,2210.63,Corporate Card,Approved
TXN117871,2025-08-06,D06,C04,Amazon Business,106207.56,Bank Transfer,Approved
TXN106818,2024-01-22,D02,C03,Salesforce,315542.07,UPI,Approved
TXN116085,2025-05-26,D04,C10,Sundry Vendor,10208.01,Cheque,Approved
TXN117460,2025-07-07,D08,C01,ADP Payroll Services,44224.4,Bank Transfer,Pending
TXN101197,2023-03-07,D02,C08,Deloitte Advisory,42280.86,Bank Transfer,Approved
TXN116320,2025-05-08,D08,C01,Internal Payroll,42899.58,Bank Transfer,Approved
TXN106800,2024-01-05,D01,C10,Petty Cash,1931.74,Cheque,Approved
TXN107924,2024-03-21,D01,C07,Wework,134625.61,UPI,Approved
TXN103243,2023-06-20,D07,C07,Jio Business,52107.91,Bank Transfer,Approved
TXN109755,2024-06-10,D02,C09,HP Enterprise,54302.17,UPI,Approved
TXN107225,2024-01-08,D08,C01,ADP Payroll Services,4046.9,Cheque,Approved
TXN116764,2025-06-20,D06,C04,Staples India,35532.85,Bank Transfer,Approved
TXN116423,2025-06-23,D01,C07,Airtel Business,8344.13,UPI,Approved
TXN110306,2024-07-23,D02,C07,Wework,35502.78,UPI,Approved
TXN105633,2023-11-09,D01,C09,Lenovo,33077.31,Corporate Card,Approved
TXN109983,2024-03-06,D05,C08,Freelance Consultant,15921.99,Bank Transfer,Approved
TXN100192,2023-01-20,D03,C07,Jio Business,264359.02,Cheque,Approved
TXN106660,2023-12-15,D08,C03,Microsoft 365,99648.23,Bank Transfer,Approved
TXN110474,2024-07-11,D05,C01,Internal Payroll,71556.12,UPI,Approved
TXN116737,2025-06-23,D06,C01,Internal Payroll,40679.15,UPI,Approved
TXN106668,2023-12-13,D08,C04,Office Depot,42811.87,Corporate Card,Approved
TXN109210,2024-05-13,D03,C04,Amazon Business,46654.02,Bank Transfer,Approved
TXN116523,2025-06-02,D03,C03,AWS,312826.25,UPI,Approved
TXN100082,2023-01-03,D02,C01,ADP Payroll Services,70877.11,UPI,Approved
TXN118424,2025-09-23,D05,C08,KPMG Consulting,40535.03,Corporate Card,Approved
TXN102014,2023-04-04,D06,C03,Slack,168476.11,Cheque,Approved
TXN108420,2024-03-28,D08,C03,AWS,165867.45,Bank Transfer,Approved
TXN104564,2023-09-26,D02,C03,AWS,2773.92,UPI,Approved
TXN114208,2025-02-05,D02,C03,Salesforce,33024.85,Cheque,Approved
TXN105252,2023-10-18,D04,C05,Local Print Media,39209.16,Bank Transfer,Approved
TXN111184,2024-08-07,D07,C05,Google Ads,143280.01,UPI,Approved
TXN111472,2024-09-11,D03,C10,Sundry Vendor,1672.57,UPI,Approved
TXN107812,2024-02-29,D08,C03,Zoom,27486.15,UPI,Approved
TXN105497,2023-10-16,D08,C01,Internal Payroll,15614.72,Cheque,Approved
TXN101990,2023-04-28,D05,C09,Lenovo,33734.56,Corporate Card,Approved
TXN112805,2024-11-06,D06,C08,KPMG Consulting,4239.06,UPI,Approved
TXN118353,2025-09-15,D04,C10,Sundry Vendor,30940.97,UPI,Approved
TXN119130,2025-10-01,D07,C08,EY Advisory,98532.62,Bank Transfer,Approved
TXN108236,2024-03-12,D06,C01,ADP Payroll Services,4565.12,Corporate Card,Approved
TXN104299,2023-08-01,D06,C07,State Electricity Board,20984.49,Bank Transfer,Approved
TXN102102,2023-04-19,D07,C06,Udemy Business,808.31,Corporate Card,Approved
TXN109434,2024-05-28,D06,C05,Local Print Media,37223.98,UPI,Approved
TXN116703,2025-06-10,D05,C07,Airtel Business,239357.59,UPI,Approved
TXN115301,2025-04-14,D01,C06,Udemy Business,64598.37,UPI,Approved
TXN115414,2025-04-07,D03,C02,Indigo Airlines,36072.22,Corporate Card,Approved
TXN112643,2024-11-13,D04,C05,HubSpot,85731.76,UPI,Approved
TXN114286,2025-02-13,D03,C06,Internal Training Team,24729.38,Bank Transfer,Approved
TXN117477,2025-07-31,D08,C04,Amazon Business,44467.27,Corporate Card,Approved
TXN102169,2023-04-11,D08,C05,LinkedIn Marketing,39207.8,UPI,Approved
TXN118963,2025-10-24,D05,C02,Ola Corporate,61684.33,UPI,Approved
TXN114157,2025-02-20,D01,C05,LinkedIn Marketing,20616.17,Bank Transfer,Approved
TXN105695,2023-11-14,D02,C09,Lenovo,35337.58,Bank Transfer,Approved
TXN120322,2025-12-15,D08,C04,Office Depot,3204.34,Bank Transfer,Approved
TXN113351,2024-12-11,D06,C04,Staples India,2015.76,Bank Transfer,Approved
TXN102286,2023-05-09,D02,C03,Salesforce,48828.9,Cheque,Approved
TXN105834,2023-11-16,D04,C09,Local It Vendor,29323.04,Corporate Card,Pending
TXN105977,2023-11-03,D06,C08,KPMG Consulting,28159.24,UPI,Approved
TXN108756,2024-04-16,D04,C05,Meta Ads,92461.53,UPI,Approved
TXN105756,2023-11-13,D03,C07,Airtel Business,27769.0,Cheque,Approved
TXN116066,2025-05-07,D04,C08,KPMG Consulting,6444.64,Bank Transfer,Approved
TXN104192,2023-08-11,D05,C03,Microsoft 365,52176.95,UPI,Approved
TXN102833,2023-06-06,D01,C07,Wework,48199.58,UPI,Approved
TXN101707,2023-04-19,D02,C03,Slack,199635.76,UPI,Approved
TXN113313,2024-12-27,D05,C09,Lenovo,91145.82,Bank Transfer,Approved
TXN102813,2023-06-02,D01,C04,Staples India,20290.79,Corporate Card,Approved
TXN117463,2025-07-04,D08,C01,Internal Payroll,14187.53,Bank Transfer,Approved
TXN103192,2023-06-09,D07,C01,ADP Payroll Services,3603.4,Cheque,Approved
TXN107049,2024-01-09,D05,C07,State Electricity Board,8700.34,UPI,Approved
TXN113692,2025-01-02,D03,C02,Uber For Business,47819.58,Corporate Card,Approved
TXN119681,2025-11-26,D07,C07,Wework,154938.33,Bank Transfer,Approved
TXN100201,2023-01-11,D03,C09,Dell Technologies,17276.08,Cheque,Approved
TXN108995,2024-04-29,D08,C05,LinkedIn Marketing,18296.09,Corporate Card,Approved
TXN104453,2023-08-18,D08,C07,State Electricity Board,171917.6,Corporate Card,Approved
TXN115656,2025-04-03,D07,C01,Internal Payroll,79365.35,UPI,Approved
TXN113391,2024-12-03,D07,C01,Internal Payroll,23184.45,UPI,Rejected
TXN111322,2024-09-06,D01,C07,Airtel Business,15427.03,Cheque,Approved
TXN116478,2025-06-16,D02,C05,LinkedIn Marketing,32543.68,Cheque,Approved
TXN102068,2023-04-12,D07,C01,ADP Payroll Services,136286.11,UPI,Approved
TXN102246,2023-05-10,D01,C08,Deloitte Advisory,46969.32,Corporate Card,Approved
